Date,Cedears Rate,ADRs Rate,Dollar+Taxes
2020-07-27,128.13261561697595,132.87900832134017,128.81637336730958
2020-07-28,126.3622525349897,133.8338476135477,128.92631526947022
2020-07-29,128.13735666049837,132.64923522597277,129.1037674713135
2020-07-30,128.14595985426283,130.71981416393191,129.27943885803222
2020-07-31,129.56970498508477,128.60813735043072,129.43352622985842
2020-08-03,128.40568771231617,124.28573015105849,129.497407951355
2020-08-04,131.91700314881803,125.01205431175161,129.64623321533205
2020-08-05,132.31950515574346,130.4737545272866,129.57200134277343
2020-08-06,135.54208387164329,127.84652934371326,130.06921028137208
2020-08-07,138.18295453297577,124.74334817810504,130.29880153656006
2020-08-10,141.08708628594584,123.51248492742687,130.4251055145264
2020-08-11,136.69859519218033,124.2845661471588,130.4452836227417
2020-08-12,136.537896380972,126.99825256207768,130.67764652252197
2020-08-13,137.52169400028424,124.4483505940121,131.0102170944214
2020-08-14,135.63752373241218,127.08632577269086,130.99214115142823
2020-08-18,130.11279559769417,129.8476354435339,131.0971021270752
2020-08-19,132.46035886697484,129.08608053774464,131.23627349853516
2020-08-20,134.42940922805042,129.05314762339586,131.4101908493042
2020-08-21,131.27279898094167,128.81091196626372,131.7094213485718
2020-08-24,137.1679519139666,128.19102249512963,131.85086894989016
2020-08-25,134.60394090006628,126.76087552018637,131.93774059295654
2020-08-26,139.05586316708548,132.7250616898389,132.17079975128175
2020-08-27,133.1113731144615,138.54850588088186,132.06638774871828
2020-08-28,138.94233223475368,144.08312384815227,132.51759006500245
2020-08-31,139.6191179666037,149.54886815806051,132.6504415512085
2020-09-01,137.21424971152396,141.6251911477156,132.75971397399903
2020-09-02,134.81491251324144,144.52932896893793,132.9405537414551
2020-09-03,131.67951568477767,145.50972101678167,132.9628340148926
2020-09-04,130.79671432501817,146.17509534060508,133.46669757843017
2020-09-07,135.97799136989897,143.62750962813647,133.56181720733645
2020-09-08,136.83274337401417,146.38218653224914,133.67957862854004
2020-09-09,139.96907952142755,149.98961201333418,133.69940860748292
2020-09-10,142.9425547526252,150.1721568021262,134.8561350631714
2020-09-11,142.854652065602,152.10355998606389,135.029704284668
2020-09-14,146.57954348014846,151.87068602759967,135.26012569427493
2020-09-15,144.52101359694376,150.99572676382593,135.31681720733644
2020-09-16,149.40302487256537,153.6938214171633,135.32365928649904
2020-09-17,147.8813123737144,153.64400377204356,135.50314670562747
2020-09-18,148.88495830059378,157.1728377622165,135.3754368209839
2020-09-21,149.1287675790768,161.68799832945123,135.75292945861818
2020-09-22,148.44306669038812,165.03825879398744,135.8462950515747
2020-09-23,150.17394694866817,165.80755809766544,135.9633602142334
2020-09-24,147.37837972286675,164.54981223499556,135.9661720275879
2020-09-25,143.1473470267423,168.3875707589736,136.1597452926636
2020-09-28,144.3189110223738,176.50300940088113,136.2345127487183
2020-09-29,142.80125777610345,180.59930946673722,136.2952345275879
2020-09-30,142.6542560644275,177.47199184685127,136.88631786346437
2020-10-01,145.261224735957,166.61432946193787,137.26715789794923
2020-10-02,147.4101053738009,164.4863852778616,137.2064227294922
2020-10-05,155.55399950177375,157.2113983175447,137.41369354248047
2020-10-06,153.52810792036956,159.9070971504709,137.42228965759278
2020-10-07,153.96858696898227,155.77442309401476,137.38771774291993
2020-10-08,158.23374210558183,155.8538986600677,137.5514991760254
2020-10-09,166.3197983737172,155.8942596265417,138.0811243057251
2020-10-13,168.8474995700804,155.50067657497343,138.50881450653077
2020-10-14,177.2436426319126,152.6008174294853,138.56531856536867
2020-10-15,182.55819107924907,152.5200420344874,138.78135955810546
2020-10-16,185.9179634917561,150.38599311424497,138.49219802856447
2020-10-19,180.6526930074347,149.71059675997975,139.10955173492434
2020-10-20,188.96979076767485,150.41587980410995,139.2676693725586
2020-10-21,196.31862649867693,150.3266732805374,139.38683670043946
2020-10-22,195.56932053204775,147.3956024029797,139.52407997131348
2020-10-23,192.5829298673103,147.87229734487693,139.8045516586304
2020-10-26,168.28590441898913,147.26261865182926,140.3152305221558
2020-10-27,165.7768461274651,150.7245327364255,140.44861759185792
2020-10-28,152.72579595029367,149.87685796733493,140.56426345825196
2020-10-29,157.1483282610995,152.79259621852447,140.90455982208255
2020-10-30,144.9889006486627,150.28764728054358,140.89283054351807
2020-11-02,147.1009470971591,150.3181348258976,140.92584926605227
2020-11-03,149.61078156585003,149.95993676307756,141.59251682281496
2020-11-04,149.48047697389956,149.6407167189388,141.77469554901126
2020-11-05,151.6128949293832,149.99429775392346,141.933161315918
2020-11-06,152.33158522069544,150.88307708863152,142.05176628112793
2020-11-09,151.36639261750565,148.72607368359186,142.6805145263672
2020-11-10,150.28831181829844,146.2476373993735,142.9185947799683
2020-11-11,151.6132828741329,145.1881103729796,143.006176071167
2020-11-12,144.1396764719712,143.89857418538674,143.03373184204102
2020-11-13,144.1831966196985,144.2975920698761,143.3220498275757
2020-11-16,146.40777798624754,148.8059600037636,143.01442405700686
2020-11-17,150.68222429787062,142.22162254530994,143.16868549346927
2020-11-18,147.29730413953553,139.85287967474068,143.8578743362427
2020-11-19,146.7435541048207,141.9439355382564,144.0134747314453
2020-11-20,145.9046345659329,143.81217214345202,143.9196806716919
2020-11-24,144.83102711223566,140.59174251794758,144.55935482025149
2020-11-25,146.61957129378814,141.36088161420864,144.73362030029298
2020-11-26,146.3644493048522,141.85953422139278,144.87103763580325
2020-11-27,146.8017394007229,141.38143908952588,145.173669090271
2020-11-30,144.0989725822622,140.14151761417827,145.73604515075684
2020-12-01,147.61650058081204,141.21437448709983,145.79644557952884
2020-12-02,148.51252296542265,142.70124670200414,146.07885875701905
2020-12-03,147.22356771565293,144.6277302705422,146.2802783203125
2020-12-04,143.83492424429923,144.6277302705422,146.11379219055178
2020-12-09,138.90813937267524,142.2410989305261,146.06268413543702
2020-12-10,143.22062253115877,140.3123649991935,147.12445163726807
2020-12-11,146.87427099838692,141.70131228945706,147.45790592193606
2020-12-14,146.8679590246597,145.0475240812109,147.6655918121338
2020-12-15,146.99639326610242,145.0475240812109,147.54456333160402
2020-12-16,146.2517519751145,148.02780507847586,147.86852439880371
2020-12-17,148.42092252418746,149.81060308789978,148.51529502868652
2020-12-18,147.63441933655838,147.72401459716252,148.80223388671877
2020-12-21,141.01093061242017,149.35306493813937,148.99634273529054
2020-12-22,141.02350346639315,147.34374849206483,149.0612822341919
2020-12-23,146.81205665475755,150.44407966291828,149.76084800720216
2020-12-28,142.93014066876435,150.0149200665274,149.70483936309816
2020-12-29,142.14421759552792,150.32768019796396,149.97738441467285
2020-12-30,145.68508468868714,149.44570326882922,150.15305580139162
2021-01-04,143.8954151562024,149.99435097255798,150.3020551300049
2021-01-05,150.91995976410385,148.53617940497816,150.88442184448243
2021-01-06,147.98250043598406,150.06655058268987,151.04968952178956
2021-01-07,148.89126406369644,149.41430765492515,151.28451610565187
2021-01-08,152.39742886362234,149.52297252355714,151.55303089141847
2021-01-11,153.60222944337957,150.91798452025094,151.69342071533205
2021-01-12,153.72051975893152,148.42065887389066,151.7806003189087
2021-01-13,153.55614434443422,152.1152007609031,152.40419357299805
2021-01-14,154.85398013204258,154.06867666064343,152.55899059295655
2021-01-15,154.53659797638954,153.73806436179558,152.87752887725833
2021-01-18,153.1384060660996,153.76584031729504,152.9202550506592
2021-01-19,152.4066442882194,152.08951671995703,152.87412792205814
2021-01-20,157.4041173897311,152.8236144681859,153.74186691284183
2021-01-21,155.88721631597645,152.80740855206392,153.90946437835694
2021-01-22,158.8862434697739,154.2578327973522,154.09243309020997
2021-01-25,157.31577623265554,155.0016026248536,154.27573654174807
2021-01-26,157.81478097778523,154.22501862606055,154.24021396636965
2021-01-27,154.40579951690347,153.09262253432013,154.71431247711183
2021-01-28,155.42558447776543,152.5470895818392,154.90507392883302
2021-01-29,148.6534628069393,150.79492147479783,155.06407527923585
2021-02-01,153.4947186484743,148.85218995791854,155.19376682281495
2021-02-02,154.70222541382293,148.85218995791854,155.20005992889406
2021-02-03,155.94812781166723,144.28798571254816,155.2179885864258
2021-02-04,156.23417813901352,146.50406701722156,155.2504583358765
2021-02-05,157.43625726247745,146.0096676305847,156.06775875091554
2021-02-08,156.74905933385043,145.16540834022095,156.28537971496584
2021-02-09,155.03332853339268,144.2864100057635,156.329779586792
2021-02-10,156.69995056612356,142.3210781334218,156.93034275054933
2021-02-11,155.31442290476804,144.4972518185595,156.98597648620606
2021-02-12,155.27112499134643,148.47440516473597,157.3598807144165
2021-02-17,154.3256080987383,147.64969165356044,157.3969832611084
2021-02-18,150.5408722477091,149.7779750856744,157.47077327728275
2021-02-19,151.2156915899673,149.9459369542623,158.09261249542237
2021-02-22,150.30475580308496,151.57412613234254,158.22199607849123
2021-02-23,145.75587474420053,151.6938974890798,158.33827125549317
2021-02-24,150.526382802647,152.1741931091457,158.4359884643555
2021-02-25,151.56396396166627,152.7365769575639,158.34329235076905
2021-02-26,151.43218390952674,154.13229197159825,158.83276210784913
2021-03-01,150.08819581783558,148.3134729274713,158.93175132751466
2021-03-02,155.24280609100788,148.21553893341326,159.2193864440918
2021-03-03,151.03877680356842,149.40777152682006,159.3289936065674
2021-03-04,148.1643773754746,149.22713610073154,158.7828858947754
2021-03-05,150.08603641852056,149.95182047567562,159.8104697799683
2021-03-08,148.14290107081905,149.34052944064933,159.9264771652222
2021-03-09,153.47040581541182,149.90993669938837,160.03809276580813
2021-03-10,151.48824532981396,149.91594536324465,160.1767419433594
2021-03-11,149.20065180593343,148.54826884643109,160.19397434234622
2021-03-12,152.29908703888196,148.80791053133825,160.67520950317385
2021-03-15,152.543197937263,153.16394915786873,160.6584323501587
2021-03-16,153.11393109848046,146.58958690280616,160.50107791900635
2021-03-17,157.77128169629805,143.47549635808082,160.92513954162598
2021-03-18,156.6071594920001,143.31167768716358,161.339962348938
2021-03-19,154.54975591044746,145.05718156932733,161.28151679992678
2021-03-22,153.24596322138873,145.20090419875163,161.36083671569827
2021-03-23,149.97577804481716,143.59427231769558,161.42981986999513
2021-03-25,147.14195211585815,143.59427231769558,160.85172443389894
2021-03-26,145.91096237832272,146.1720490293861,160.89051406860352
2021-03-29,143.81856682841408,149.08540176908392,160.2213158798218
2021-03-30,142.76005200188655,150.52278506803253,161.95487915039064
2021-03-31,145.08699200394204,149.51356352938615,161.89260417938235
2021-04-05,148.42331563486152,150.57877930443843,161.9872016143799
2021-04-06,150.92790582318375,150.34376301820916,161.7558964920044
2021-04-07,150.66493519755804,150.45520740631213,162.4740336227417
2021-04-08,152.1496750671601,149.90289692720208,162.53827686309816
2021-04-09,153.34788652168703,149.9821115652357,162.6292724990845
2021-04-12,152.19685085899607,150.2413086896747,162.72360214233402
2021-04-13,151.4301873753912,150.62087649634552,162.98614517211917
2021-04-14,150.0543494284271,151.5438615777175,163.09847042083743
2021-04-15,153.1277725756688,152.38458890155522,163.17463039398194
2021-04-16,156.03858793159333,152.25724711800282,163.12111221313478
2021-04-19,152.83957646305916,152.0679901111896,163.3469142150879
2021-04-20,153.83030205649112,153.3668344606003,163.55458671569826
2021-04-21,154.0173939621322,154.39736613675313,163.71394958496094
2021-04-22,150.8834878470716,155.9396886383912,163.80766330718996
2021-04-23,154.09349417948607,155.59745591104604,163.96298252105714
2021-04-26,155.97659315975244,155.93468232628328,164.05669624328615
2021-04-27,157.51082096371516,157.581345002782,164.8043306350708
2021-04-28,160.18315487418715,157.91971325044466,164.38400470733643
2021-04-29,159.08605470302527,158.65649344553157,164.42682460784914
2021-04-30,157.9360258038742,157.81630750736,164.38909275054934
2021-05-03,162.26558351906522,156.47070063669514,164.59127552032473
2021-05-04,158.99417346151128,156.56296458669982,163.149873046875
2021-05-05,157.99131918745337,157.0420576339925,164.69633022308352
2021-05-06,158.59009002895772,157.6245044345215,164.79442234039308
2021-05-07,162.41061431840126,159.17214840811272,164.94174797058108
2021-05-10,164.51543833418646,157.56298485603654,164.97666801452638
2021-05-11,161.31174207433617,159.15070644832025,164.7870446777344
2021-05-12,154.37425803566197,160.22407484804546,165.05301544189456
2021-05-13,157.3249918024678,161.26533028189672,165.09305030822756
2021-05-14,159.7540098331945,162.9144697663226,165.3345181274414
2021-05-17,162.69274330767738,163.6076502950226,165.39927017211915
2021-05-18,162.98276212167139,165.09141603463706,165.32315036773684
2021-05-19,162.57573296672942,167.51208982620028,165.30951976776123
2021-05-20,165.05262399381053,165.4210996811239,165.32837230682375
2021-05-21,166.3329107242874,164.7954251356066,165.8055504226685
2021-05-26,165.02489007270776,163.90827815793168,165.74203022003175
2021-05-27,165.64260457573562,163.36374739576888,165.97333534240724
2021-05-28,165.7027417792215,165.9708917965605,166.02879501342775
2021-05-31,166.03990794994553,166.6692769086199,166.08776275634767
2021-06-01,166.5193516401414,166.67613627496553,166.34452148437504
2021-06-02,170.20696420573955,166.27789248636998,166.22496585845948
2021-06-03,166.37058810270565,167.4991009023973,166.3341579437256
2021-06-04,167.99350215251627,165.6258704766332,166.57143482208255
2021-06-07,168.23136803020896,165.64590718552702,166.5945988082886
2021-06-08,167.61386895189162,164.39905510954497,166.81134944915775
2021-06-09,164.81618851626678,164.5030433074513,166.86856315612795
2021-06-10,165.16109678341007,164.5260358989371,166.92753089904787
2021-06-11,165.7157930681308,165.2798588570579,167.19130577087404
2021-06-14,165.15259219188746,166.66666835152512,167.06564449310304
2021-06-15,167.1993544630588,167.9296559657102,167.26904571533203
2021-06-16,168.1578340173488,167.54107802447243,167.36487499237063
2021-06-17,170.8176830668591,170.44558135738754,167.27276802062988
2021-06-18,165.697065718801,169.53192746989373,167.24841236114503
2021-06-22,169.04804294802335,169.61868798794413,167.47034477233888
2021-06-23,169.2595735739585,167.15646730643914,167.52281856536865
2021-06-24,169.23311571327207,170.0710085316219,167.57568065643312
2021-06-25,171.20007183640695,168.65113558821105,167.6126760864258
2021-06-28,170.17814936532534,168.98728515029796,167.64111557006837
2021-06-29,170.0044460105093,169.4504483401151,167.78940525054932
2021-06-30,172.14727524921014,170.45540935896736,167.95733745574952
2021-07-01,172.14358287285677,172.59486498708617,168.0566212463379
2021-07-02,173.14050598484738,176.64600576024418,167.54374649047853
2021-07-05,179.13201926992787,173.70620020483375,168.26746707916263
2021-07-06,175.0567933846346,175.20743594792637,168.3320584487915
2021-07-07,176.32758255525698,174.49999882624698,168.3627607727051
2021-07-08,171.85684366304383,171.26729360256212,168.46260692596437
2021-07-12,171.83444247283546,172.57687600942216,168.21007930755616
2021-07-13,172.6548692543629,173.5100550208187,168.64514717102054
2021-07-14,173.0800920428881,173.07838921311446,168.68357528686525
2021-07-15,174.06522831349253,173.49451523911125,168.74465858459473
2021-07-16,175.38080503153947,174.57200870100294,168.81226261138917
2021-07-19,178.0797356387414,176.6246058881449,168.6358414077759
2021-07-20,179.00743482974946,178.68422416522662,169.01435165405275
2021-07-21,179.0049558402648,178.21387553493963,169.0528333282471
2021-07-22,180.13677148381336,180.01749311556406,169.10758335113528
2021-07-23,179.92206313454713,180.12077493610443,169.18409145355227
2021-07-26,180.26074352081343,179.73580742146754,168.91493396759034
2021-07-27,180.42584815555207,180.59519297657357,169.37154567718508
2021-07-28,181.28149451864925,179.60413574597607,169.48034946441652
2021-07-29,181.18970325856148,180.37346146798944,169.5435349273682
2021-07-30,181.11407695840336,180.91612359594728,169.45999729156495
2021-08-02,181.43797310525744,181.15842341837475,169.74658802032474
2021-08-03,180.27953611656483,180.17462283270675,169.85420013427736
2021-08-04,179.33746913838718,179.22682203032804,169.87182083129883
2021-08-05,178.67857384795994,179.08117441649483,169.94085754394533
2021-08-06,178.41447236003867,178.83763533250527,170.0595026779175
